,balance,numofproducts,hascrcard,tenure,isactivemember,exited,creditscore,geography,gender,age,estimatedsalary,estimatedsalary_group,age_group,saving,saving_group,creditscore_group,numofproducts_scale,creditscore_scale,age_scale,gender_scale,geography_germany,geography_spain,age_group_21-23,age_group_24-31,age_group_32-44,age_group_45-60,age_group_above 60,numofproducts_1,numofproducts_2,numofproducts_3,numofproducts_4
7706,131240.61,1,1,9,1,1,777,france,female,29,163746.09,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.854,0.14864864864864863,1,0,0,0,1,0,0,0,1,0,0,0
7707,0.0,2,1,5,1,0,667,spain,male,31,20346.69,20k - 50k,24-31,0,no saving,650-700,0.3333333333333333,0.634,0.1756756756756757,0,0,1,0,1,0,0,0,0,1,0,0
7708,120046.74,2,0,5,0,0,848,spain,male,35,84710.65,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.9959999999999999,0.22972972972972977,0,0,1,0,0,1,0,0,0,1,0,0
7709,97819.36,1,1,8,1,0,486,france,female,39,120531.31,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.2719999999999999,0.2837837837837838,1,0,0,0,0,1,0,0,1,0,0,0
7710,62979.93,1,1,1,1,0,598,spain,female,64,152273.57,1.5 lakh - 2 lakh,above 60,1,50k-1 lakh,below 650,0.0,0.4959999999999999,0.6216216216216217,1,0,1,0,0,0,0,1,1,0,0,0
7711,0.0,1,1,3,1,0,506,france,female,40,144345.58,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.0,0.31199999999999994,0.2972972972972973,1,0,0,0,0,1,0,0,1,0,0,0
7712,161450.03,1,1,9,1,1,612,germany,male,46,96961.0,50k - 1 lakh,45-60,1,1.5 lakh - 2 lakh,below 650,0.0,0.5239999999999999,0.37837837837837845,0,1,0,0,0,0,1,0,1,0,0,0
7713,0.0,2,0,3,0,0,545,france,male,30,170307.43,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.39,0.16216216216216217,0,0,0,0,1,0,0,0,0,1,0,0
7714,119496.25,2,0,8,0,0,793,france,male,56,29880.99,20k - 50k,45-60,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.886,0.5135135135135136,0,0,0,0,0,0,1,0,0,1,0,0
7715,0.0,2,1,9,1,0,682,france,female,30,195104.91,1.5 lakh - 2 lakh,24-31,0,no saving,650-700,0.3333333333333333,0.664,0.16216216216216217,1,0,0,0,1,0,0,0,0,1,0,0
7716,43772.66,3,0,1,0,1,517,france,male,62,187756.24,1.5 lakh - 2 lakh,above 60,1,0-50k,below 650,0.6666666666666667,0.33399999999999996,0.5945945945945947,0,0,0,0,0,0,0,1,0,0,1,0
7717,100249.41,2,1,9,1,0,684,france,male,32,67599.69,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.668,0.1891891891891892,0,0,0,0,0,1,0,0,0,1,0,0
7718,0.0,2,1,2,1,0,692,spain,male,46,105983.09,1 lakh - 1.5 lakh,45-60,0,no saving,650-700,0.3333333333333333,0.684,0.37837837837837845,0,0,1,0,0,0,1,0,0,1,0,0
7719,108028.08,2,0,5,0,1,740,france,female,60,25980.42,20k - 50k,45-60,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.7799999999999999,0.5675675675675675,1,0,0,0,0,0,1,0,0,1,0,0
7720,53013.29,2,1,1,1,0,666,germany,male,71,112222.64,1 lakh - 1.5 lakh,above 60,1,50k-1 lakh,650-700,0.3333333333333333,0.632,0.7162162162162162,0,1,0,0,0,0,0,1,0,1,0,0
7721,0.0,2,1,2,1,0,693,france,male,68,59864.96,50k - 1 lakh,above 60,0,no saving,650-700,0.3333333333333333,0.686,0.6756756756756757,0,0,0,0,0,0,0,1,0,1,0,0
7722,122088.67,1,0,1,0,0,757,germany,male,33,42581.09,20k - 50k,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.814,0.2027027027027027,0,1,0,0,0,1,0,0,1,0,0,0
7723,90544.0,1,1,9,1,0,684,germany,male,18,4777.23,1k - 20k,18-20,1,50k-1 lakh,650-700,0.0,0.668,0.0,0,1,0,0,0,0,0,0,1,0,0,0
7724,0.0,2,1,6,1,0,691,spain,male,35,178038.17,1.5 lakh - 2 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.682,0.22972972972972977,0,0,1,0,0,1,0,0,0,1,0,0
7725,141252.18,4,1,3,1,1,842,france,male,44,128521.16,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,above 800,1.0,0.9839999999999999,0.35135135135135137,0,0,0,0,0,1,0,0,0,0,0,1
7726,147813.05,2,0,5,0,0,482,france,female,35,109029.72,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.2639999999999999,0.22972972972972977,1,0,0,0,0,1,0,0,0,1,0,0
7727,134140.68,1,0,6,0,0,735,france,male,55,2267.88,1k - 20k,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.7699999999999999,0.5,0,0,0,0,0,0,1,0,1,0,0,0
7728,0.0,2,1,7,1,0,681,france,female,63,55054.48,50k - 1 lakh,above 60,0,no saving,650-700,0.3333333333333333,0.662,0.6081081081081081,1,0,0,0,0,0,0,1,0,1,0,0
7729,0.0,1,1,8,1,0,616,france,female,31,76456.17,50k - 1 lakh,24-31,0,no saving,below 650,0.0,0.5319999999999999,0.1756756756756757,1,0,0,0,1,0,0,0,1,0,0,0
7730,128548.49,4,0,2,0,1,850,france,female,35,75478.95,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,above 800,1.0,0.9999999999999999,0.22972972972972977,1,0,0,0,0,1,0,0,0,0,0,1
7731,122198.21,2,1,10,1,0,635,france,male,43,179144.54,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.57,0.3378378378378379,0,0,0,0,0,1,0,0,0,1,0,0
7732,145177.84,1,0,8,0,1,638,germany,male,42,193471.74,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.576,0.3243243243243243,0,1,0,0,0,1,0,0,1,0,0,0
7733,94222.53,1,0,2,0,0,820,spain,female,31,103570.8,1 lakh - 1.5 lakh,24-31,1,50k-1 lakh,above 800,0.0,0.9400000000000001,0.1756756756756757,1,0,1,0,1,0,0,0,1,0,0,0
7734,143212.22,1,0,1,0,1,694,germany,female,58,102628.56,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.6880000000000001,0.5405405405405406,1,1,0,0,0,0,1,0,1,0,0,0
7735,0.0,2,0,3,0,0,713,france,male,41,55772.04,50k - 1 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7259999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
7736,143350.41,1,1,6,1,1,543,germany,male,41,192070.16,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.386,0.3108108108108108,0,1,0,0,0,1,0,0,1,0,0,0
7737,130931.83,1,1,3,1,0,649,france,female,41,144808.37,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.598,0.3108108108108108,1,0,0,0,0,1,0,0,1,0,0,0
7738,137851.31,1,0,4,0,1,777,france,female,30,5008.23,1k - 20k,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.854,0.16216216216216217,1,0,0,0,1,0,0,0,1,0,0,0
7739,0.0,2,0,6,0,0,561,france,male,33,173680.39,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.42200000000000004,0.2027027027027027,0,0,0,0,0,1,0,0,0,1,0,0
7740,0.0,1,1,5,1,0,724,spain,male,41,115753.94,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.0,0.7479999999999999,0.3108108108108108,0,0,1,0,0,1,0,0,1,0,0,0
7741,0.0,1,1,8,1,1,665,spain,female,51,38928.48,20k - 50k,45-60,0,no saving,650-700,0.0,0.63,0.445945945945946,1,0,1,0,0,0,1,0,1,0,0,0
7742,140614.15,1,1,1,1,0,441,france,male,60,174381.23,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.18199999999999994,0.5675675675675675,0,0,0,0,0,0,1,0,1,0,0,0
7743,118680.57,1,1,3,1,0,579,spain,male,22,49829.8,20k - 50k,21-23,1,1 lakh - 1.5 lakh,below 650,0.0,0.45799999999999985,0.05405405405405406,0,0,1,1,0,0,0,0,1,0,0,0
7744,122917.69,1,1,7,1,0,777,germany,male,35,76169.68,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.854,0.22972972972972977,0,1,0,0,0,1,0,0,1,0,0,0
7745,0.0,2,0,0,0,0,739,france,female,36,133465.57,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7779999999999999,0.24324324324324326,1,0,0,0,0,1,0,0,0,1,0,0
7746,131754.11,2,1,5,1,0,660,france,male,40,38761.61,20k - 50k,32-44,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.62,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
7747,0.0,2,1,8,1,0,554,france,female,35,176779.46,1.5 lakh - 2 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.40800000000000003,0.22972972972972977,1,0,0,0,0,1,0,0,0,1,0,0
7748,0.0,2,1,6,1,0,850,france,female,24,13159.9,1k - 20k,24-31,0,no saving,above 800,0.3333333333333333,0.9999999999999999,0.08108108108108109,1,0,0,0,1,0,0,0,0,1,0,0
7749,119948.09,1,0,9,0,1,842,germany,female,35,48217.97,20k - 50k,32-44,1,1 lakh - 1.5 lakh,above 800,0.0,0.9839999999999999,0.22972972972972977,1,1,0,0,0,1,0,0,1,0,0,0
7750,0.0,1,0,1,0,1,785,france,female,38,134964.85,1 lakh - 1.5 lakh,32-44,0,no saving,700-800,0.0,0.87,0.27027027027027034,1,0,0,0,0,1,0,0,1,0,0,0
7751,0.0,2,1,0,1,0,550,france,male,25,184221.11,1.5 lakh - 2 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.4,0.09459459459459457,0,0,0,0,1,0,0,0,0,1,0,0
7752,0.0,2,0,6,0,0,750,spain,female,39,19264.33,1k - 20k,32-44,0,no saving,700-800,0.3333333333333333,0.7999999999999999,0.2837837837837838,1,0,1,0,0,1,0,0,0,1,0,0
7753,97266.1,1,1,3,1,0,490,spain,female,38,92797.23,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.2799999999999999,0.27027027027027034,1,0,1,0,0,1,0,0,1,0,0,0
7754,113690.83,1,0,10,0,0,605,germany,male,28,33114.24,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.5099999999999999,0.13513513513513514,0,1,0,0,1,0,0,0,1,0,0,0
7755,99056.22,2,0,6,0,1,563,spain,female,42,154347.95,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.42600000000000005,0.3243243243243243,1,0,1,0,0,1,0,0,0,1,0,0
7756,0.0,2,1,8,1,0,675,france,male,34,184842.21,1.5 lakh - 2 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.65,0.21621621621621623,0,0,0,0,0,1,0,0,0,1,0,0
7757,116338.68,1,1,7,1,0,621,spain,female,36,155743.48,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5419999999999999,0.24324324324324326,1,0,1,0,0,1,0,0,1,0,0,0
7758,97339.99,1,1,6,1,0,850,france,male,40,88815.25,50k - 1 lakh,32-44,1,50k-1 lakh,above 800,0.0,0.9999999999999999,0.2972972972972973,0,0,0,0,0,1,0,0,1,0,0,0
7759,0.0,2,1,3,1,0,711,france,male,41,193747.57,1.5 lakh - 2 lakh,32-44,0,no saving,700-800,0.3333333333333333,0.7219999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
7760,137592.31,2,1,1,1,1,549,germany,female,55,116548.02,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.398,0.5,1,1,0,0,0,0,1,0,0,1,0,0
7761,108760.27,2,0,6,0,1,764,germany,male,34,166324.79,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.828,0.21621621621621623,0,1,0,0,0,1,0,0,0,1,0,0
7762,128770.88,2,1,3,1,0,627,germany,male,30,40199.01,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.5539999999999999,0.16216216216216217,0,1,0,0,1,0,0,0,0,1,0,0
7763,0.0,2,0,2,0,0,850,france,female,34,51919.04,50k - 1 lakh,32-44,0,no saving,above 800,0.3333333333333333,0.9999999999999999,0.21621621621621623,1,0,0,0,0,1,0,0,0,1,0,0
7764,44054.84,1,1,1,1,0,614,spain,female,36,73329.08,50k - 1 lakh,32-44,1,0-50k,below 650,0.0,0.5279999999999999,0.24324324324324326,1,0,1,0,0,1,0,0,1,0,0,0
7765,119657.53,1,0,2,0,1,685,germany,female,44,145387.05,1 lakh - 1.5 lakh,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.67,0.35135135135135137,1,1,0,0,0,1,0,0,1,0,0,0
7766,108797.63,2,0,7,0,0,683,germany,female,49,140763.18,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.666,0.4189189189189189,1,1,0,0,0,0,1,0,0,1,0,0
7767,0.0,2,0,2,0,0,643,spain,male,35,67979.35,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.586,0.22972972972972977,0,0,1,0,0,1,0,0,0,1,0,0
7768,102025.32,1,0,1,0,1,561,germany,female,49,133051.64,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.42200000000000004,0.4189189189189189,1,1,0,0,0,0,1,0,1,0,0,0
7769,122446.61,2,0,9,0,0,601,spain,female,20,86791.9,50k - 1 lakh,18-20,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.5019999999999999,0.02702702702702703,1,0,1,0,0,0,0,0,0,1,0,0
7770,158786.67,2,1,7,1,0,766,france,female,27,47579.25,20k - 50k,24-31,1,1.5 lakh - 2 lakh,700-800,0.3333333333333333,0.832,0.12162162162162166,1,0,0,0,1,0,0,0,0,1,0,0
7771,125689.29,1,1,3,1,0,699,france,male,29,151623.71,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.0,0.6980000000000001,0.14864864864864863,0,0,0,0,1,0,0,0,1,0,0,0
7772,154640.41,1,1,1,1,0,850,germany,male,29,164039.51,1.5 lakh - 2 lakh,24-31,1,1.5 lakh - 2 lakh,above 800,0.0,0.9999999999999999,0.14864864864864863,0,1,0,0,1,0,0,0,1,0,0,0
7773,146710.76,1,0,4,0,1,792,germany,female,50,16528.4,1k - 20k,45-60,1,1 lakh - 1.5 lakh,700-800,0.0,0.884,0.4324324324324324,1,1,0,0,0,0,1,0,1,0,0,0
7774,136709.35,1,1,7,1,1,636,germany,male,67,66753.1,50k - 1 lakh,above 60,1,1 lakh - 1.5 lakh,below 650,0.0,0.572,0.6621621621621623,0,1,0,0,0,0,0,1,1,0,0,0
7775,129305.09,2,1,5,1,0,850,germany,male,43,19244.58,1k - 20k,32-44,1,1 lakh - 1.5 lakh,above 800,0.3333333333333333,0.9999999999999999,0.3378378378378379,0,1,0,0,0,1,0,0,0,1,0,0
7776,0.0,2,0,10,0,0,628,spain,male,40,103832.58,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5559999999999999,0.2972972972972973,0,0,1,0,0,1,0,0,0,1,0,0
7777,0.0,2,1,10,1,0,736,france,female,63,502.7,below 1k,above 60,0,no saving,700-800,0.3333333333333333,0.7719999999999999,0.6081081081081081,1,0,0,0,0,0,0,1,0,1,0,0
7778,82844.33,2,1,0,1,0,711,france,female,21,1408.68,1k - 20k,21-23,1,50k-1 lakh,700-800,0.3333333333333333,0.7219999999999999,0.040540540540540515,1,0,0,1,0,0,0,0,0,1,0,0
7779,0.0,2,1,2,1,0,583,spain,female,22,5985.36,1k - 20k,21-23,0,no saving,below 650,0.3333333333333333,0.46599999999999986,0.05405405405405406,1,0,1,1,0,0,0,0,0,1,0,0
7780,0.0,2,0,0,0,0,757,france,male,46,37460.05,20k - 50k,45-60,0,no saving,700-800,0.3333333333333333,0.814,0.37837837837837845,0,0,0,0,0,0,1,0,0,1,0,0
7781,76692.22,1,1,10,1,0,749,germany,female,33,30396.43,20k - 50k,32-44,1,50k-1 lakh,700-800,0.0,0.7979999999999999,0.2027027027027027,1,1,0,0,0,1,0,0,1,0,0,0
7782,117715.84,1,0,7,0,0,705,france,male,34,2498.67,1k - 20k,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.7099999999999999,0.21621621621621623,0,0,0,0,0,1,0,0,1,0,0,0
7783,87105.32,1,1,8,1,0,585,france,male,54,55346.14,50k - 1 lakh,45-60,1,50k-1 lakh,below 650,0.0,0.46999999999999986,0.48648648648648657,0,0,0,0,0,0,1,0,1,0,0,0
7784,0.0,1,0,6,0,1,437,france,female,43,148330.97,1 lakh - 1.5 lakh,32-44,0,no saving,below 650,0.0,0.17399999999999993,0.3378378378378379,1,0,0,0,0,1,0,0,1,0,0,0
7785,69311.16,1,1,2,1,0,741,france,female,64,59237.72,50k - 1 lakh,above 60,1,50k-1 lakh,700-800,0.0,0.7819999999999999,0.6216216216216217,1,0,0,0,0,0,0,1,1,0,0,0
7786,0.0,2,1,9,1,0,738,france,male,26,48644.94,20k - 50k,24-31,0,no saving,700-800,0.3333333333333333,0.7759999999999999,0.10810810810810811,0,0,0,0,1,0,0,0,0,1,0,0
7787,66948.67,2,1,10,1,0,586,spain,female,33,140759.03,1 lakh - 1.5 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.47199999999999986,0.2027027027027027,1,0,1,0,0,1,0,0,0,1,0,0
7788,0.0,2,1,9,1,0,627,france,female,57,107712.42,1 lakh - 1.5 lakh,45-60,0,no saving,below 650,0.3333333333333333,0.5539999999999999,0.527027027027027,1,0,0,0,0,0,1,0,0,1,0,0
7789,128410.71,2,1,2,1,0,551,spain,male,76,181718.73,1.5 lakh - 2 lakh,above 60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.402,0.783783783783784,0,0,1,0,0,0,0,1,0,1,0,0
7790,99897.53,1,0,3,0,0,606,germany,male,38,37054.65,20k - 50k,32-44,1,50k-1 lakh,below 650,0.0,0.5119999999999999,0.27027027027027034,0,1,0,0,0,1,0,0,1,0,0,0
7791,0.0,1,1,3,1,0,674,france,male,22,173940.59,1.5 lakh - 2 lakh,21-23,0,no saving,650-700,0.0,0.648,0.05405405405405406,0,0,0,1,0,0,0,0,1,0,0,0
7792,152622.34,1,0,6,0,0,584,germany,female,31,99298.8,50k - 1 lakh,24-31,1,1.5 lakh - 2 lakh,below 650,0.0,0.46799999999999986,0.1756756756756757,1,1,0,0,1,0,0,0,1,0,0,0
7793,0.0,2,0,8,0,0,590,france,male,40,62933.03,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.47999999999999987,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
7794,138227.19,2,1,4,1,0,585,france,male,56,55287.84,50k - 1 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.46999999999999986,0.5135135135135136,0,0,0,0,0,0,1,0,0,1,0,0
7795,111395.53,1,1,2,1,0,508,france,female,25,48197.06,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.31599999999999995,0.09459459459459457,1,0,0,0,1,0,0,0,1,0,0,0
7796,84386.57,1,0,7,0,0,458,germany,male,44,178642.73,1.5 lakh - 2 lakh,32-44,1,50k-1 lakh,below 650,0.0,0.21599999999999997,0.35135135135135137,0,1,0,0,0,1,0,0,1,0,0,0
7797,0.0,2,1,3,1,0,692,france,female,36,8282.22,1k - 20k,32-44,0,no saving,650-700,0.3333333333333333,0.684,0.24324324324324326,1,0,0,0,0,1,0,0,0,1,0,0
7798,174673.65,2,0,5,0,0,502,germany,male,33,33300.56,20k - 50k,32-44,1,1.5 lakh - 2 lakh,below 650,0.3333333333333333,0.30399999999999994,0.2027027027027027,0,1,0,0,0,1,0,0,0,1,0,0
7799,0.0,2,0,3,0,0,518,france,male,46,76515.79,50k - 1 lakh,45-60,0,no saving,below 650,0.3333333333333333,0.33599999999999997,0.37837837837837845,0,0,0,0,0,0,1,0,0,1,0,0
7800,109019.65,2,1,5,1,0,660,germany,male,46,33680.56,20k - 50k,45-60,1,1 lakh - 1.5 lakh,650-700,0.3333333333333333,0.62,0.37837837837837845,0,1,0,0,0,0,1,0,0,1,0,0
7801,107906.75,1,0,1,0,1,698,germany,female,52,168886.39,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.6960000000000001,0.4594594594594595,1,1,0,0,0,0,1,0,1,0,0,0
7802,128914.97,1,0,7,0,1,678,france,male,54,191746.23,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.656,0.48648648648648657,0,0,0,0,0,0,1,0,1,0,0,0
7803,111179.83,1,1,9,1,0,773,spain,male,63,93091.02,50k - 1 lakh,above 60,1,1 lakh - 1.5 lakh,700-800,0.0,0.846,0.6081081081081081,0,0,1,0,0,0,0,1,1,0,0,0
7804,124099.13,1,0,8,0,0,619,germany,female,52,23904.52,20k - 50k,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.5379999999999999,0.4594594594594595,1,1,0,0,0,0,1,0,1,0,0,0
7805,122471.09,1,1,9,1,0,684,germany,male,59,15807.07,1k - 20k,45-60,1,1 lakh - 1.5 lakh,650-700,0.0,0.668,0.5540540540540542,0,1,0,0,0,0,1,0,1,0,0,0
7806,134692.4,2,1,3,1,0,635,france,male,34,83773.02,50k - 1 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.57,0.21621621621621623,0,0,0,0,0,1,0,0,0,1,0,0
7807,123816.5,1,1,4,1,0,680,france,female,25,90162.35,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,650-700,0.0,0.66,0.09459459459459457,1,0,0,0,1,0,0,0,1,0,0,0
7808,106288.54,1,1,3,1,0,608,germany,male,34,36639.25,20k - 50k,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.5159999999999999,0.21621621621621623,0,1,0,0,0,1,0,0,1,0,0,0
7809,127723.25,2,0,7,0,1,603,germany,female,55,139469.11,1 lakh - 1.5 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.5059999999999999,0.5,1,1,0,0,0,0,1,0,0,1,0,0
7810,145843.82,1,1,2,1,1,579,spain,male,43,198402.37,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,below 650,0.0,0.45799999999999985,0.3378378378378379,0,0,1,0,0,1,0,0,1,0,0,0
7811,148200.72,1,0,2,0,0,756,germany,female,34,194584.48,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.0,0.8119999999999999,0.21621621621621623,1,1,0,0,0,1,0,0,1,0,0,0
7812,104145.65,1,0,2,0,0,611,france,male,30,159629.64,1.5 lakh - 2 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.5219999999999999,0.16216216216216217,0,0,0,0,1,0,0,0,1,0,0,0
7813,142755.25,1,0,8,0,0,532,germany,male,24,34231.48,20k - 50k,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.364,0.08108108108108109,0,1,0,0,1,0,0,0,1,0,0,0
7814,81245.79,1,0,3,0,1,684,germany,female,63,69643.31,50k - 1 lakh,above 60,1,50k-1 lakh,650-700,0.0,0.668,0.6081081081081081,1,1,0,0,0,0,0,1,1,0,0,0
7815,168560.46,2,0,3,0,0,647,germany,female,33,90270.16,50k - 1 lakh,32-44,1,1.5 lakh - 2 lakh,below 650,0.3333333333333333,0.594,0.2027027027027027,1,1,0,0,0,1,0,0,0,1,0,0
7816,0.0,1,0,8,0,0,583,france,male,38,47848.56,20k - 50k,32-44,0,no saving,below 650,0.0,0.46599999999999986,0.27027027027027034,0,0,0,0,0,1,0,0,1,0,0,0
7817,132193.94,2,1,2,1,0,774,germany,male,42,162865.52,1.5 lakh - 2 lakh,32-44,1,1 lakh - 1.5 lakh,700-800,0.3333333333333333,0.848,0.3243243243243243,0,1,0,0,0,1,0,0,0,1,0,0
7818,0.0,1,1,9,1,0,677,france,male,58,168650.4,1.5 lakh - 2 lakh,45-60,0,no saving,650-700,0.0,0.654,0.5405405405405406,0,0,0,0,0,0,1,0,1,0,0,0
7819,139330.1,1,0,8,0,0,542,germany,male,25,54372.37,50k - 1 lakh,24-31,1,1 lakh - 1.5 lakh,below 650,0.0,0.384,0.09459459459459457,0,1,0,0,1,0,0,0,1,0,0,0
7820,0.0,2,1,0,1,0,613,spain,male,29,133897.32,1 lakh - 1.5 lakh,24-31,0,no saving,below 650,0.3333333333333333,0.5259999999999999,0.14864864864864863,0,0,1,0,1,0,0,0,0,1,0,0
7821,0.0,2,0,5,0,0,666,france,male,40,147878.05,1 lakh - 1.5 lakh,32-44,0,no saving,650-700,0.3333333333333333,0.632,0.2972972972972973,0,0,0,0,0,1,0,0,0,1,0,0
7822,134571.5,1,1,2,1,0,777,france,female,28,118313.38,1 lakh - 1.5 lakh,24-31,1,1 lakh - 1.5 lakh,700-800,0.0,0.854,0.13513513513513514,1,0,0,0,1,0,0,0,1,0,0,0
7823,143829.2,2,0,2,0,1,581,germany,male,50,181224.24,1.5 lakh - 2 lakh,45-60,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.46199999999999986,0.4324324324324324,0,1,0,0,0,0,1,0,0,1,0,0
7824,0.0,2,0,7,0,0,705,france,male,32,7921.57,1k - 20k,32-44,0,no saving,700-800,0.3333333333333333,0.7099999999999999,0.1891891891891892,0,0,0,0,0,1,0,0,0,1,0,0
7825,133444.97,1,1,8,1,0,673,france,female,44,5708.19,1k - 20k,32-44,1,1 lakh - 1.5 lakh,650-700,0.0,0.646,0.35135135135135137,1,0,0,0,0,1,0,0,1,0,0,0
7826,104753.84,2,0,4,0,1,594,germany,female,23,56756.52,50k - 1 lakh,21-23,1,1 lakh - 1.5 lakh,below 650,0.3333333333333333,0.4879999999999999,0.0675675675675676,1,1,0,1,0,0,0,0,0,1,0,0
7827,116574.84,1,0,2,0,1,648,germany,female,51,4121.04,1k - 20k,45-60,1,1 lakh - 1.5 lakh,below 650,0.0,0.596,0.445945945945946,1,1,0,0,0,0,1,0,1,0,0,0
7828,0.0,2,1,10,1,0,605,france,male,41,97213.09,50k - 1 lakh,32-44,0,no saving,below 650,0.3333333333333333,0.5099999999999999,0.3108108108108108,0,0,0,0,0,1,0,0,0,1,0,0
7829,176914.8,1,1,9,1,0,734,france,female,40,12799.23,1k - 20k,32-44,1,1.5 lakh - 2 lakh,700-800,0.0,0.7679999999999999,0.2972972972972973,1,0,0,0,0,1,0,0,1,0,0,0
7830,68348.18,2,1,8,1,0,572,france,female,36,50400.32,50k - 1 lakh,32-44,1,50k-1 lakh,below 650,0.3333333333333333,0.44400000000000006,0.24324324324324326,1,0,0,0,0,1,0,0,0,1,0,0
7831,0.0,2,1,9,1,0,595,france,female,33,41447.86,20k - 50k,32-44,0,no saving,below 650,0.3333333333333333,0.4899999999999999,0.2027027027027027,1,0,0,0,0,1,0,0,0,1,0,0
